booking_id,date_id,advertiser_id,platform_id,format_id,ad_medium,duration_days,gross_revenue_egp,discount_pct,net_revenue_egp,impressions_k,booking_status
BK00796,20240329,ADV0025,PF01,AF03,Print,1.0,21000.0,0.046,20000.0,,Confirmed
BK00797,20240809,ADV0023,PF04,AF06,Digital,14.0,182100.0,0.038,175200.0,644.3,Confirmed
BK00798,20220516,ADV0046,PF01,AF02,Print,1.0,41500.0,0.053,39300.0,,Confirmed
BK00799,20230312,ADV0018,PF01,AF03,Print,1.0,25600.0,0.05,24300.0,,Confirmed
BK00800,20240713,ADV0058,PF04,AF10,Digital,1.0,0.0,0.025,0.0,183.2,Cancelled
BK00801,20230402,ADV0055,PF01,AF01,Print,1.0,89600.0,0.053,84900.0,,Confirmed
BK00802,20191206,ADV0020,PF01,AF02,Print,1.0,42400.0,0.144,36300.0,,Confirmed
BK00803,20220609,ADV0081,PF04,AF11,Digital,1.0,7700.0,,7500.0,705.2,Confirmed
BK00804,20220831,ADV0037,PF05,AF12,Digital,14.0,53000.0,0.044,50700.0,600.4,Confirmed
BK00805,20210717,ADV0095,PF04,AF06,Digital,7.0,64100.0,0.061,60200.0,633.4,Confirmed
BK00806,20230525,ADV0084,PF04,AF10,Digital,1.0,23700.0,0.007,23500.0,600.7,Confirmed
BK00807,20240815,ADV0082,PF04,AF10,Digital,1.0,35600.0,0.028,34600.0,537.2,Confirmed
BK00808,20240721,ADV0035,PF04,AF07,Digital,,1053000.0,0.047,1003500.0,302.0,Confirmed
BK00809,20210926,ADV0036,PF05,AF10,Digital,1.0,22300.0,0.035,21500.0,304.4,Confirmed
BK00810,20190916,ADV0055,PF04,AF10,Digital,1.0,20000.0,0.07,18600.0,732.2,Confirmed
BK00811,20241204,ADV0044,PF03,AF05,Print,1.0,1200.0,0.031,1200.0,,Confirmed
BK00812,20240114,ADV0027,PF06,AF08,Digital,14.0,192700.0,0.071,179000.0,161.2,Confirmed
BK00813,20191011,ADV0047,PF01,AF02,Print,1.0,42800.0,0.144,36600.0,,Under Review
BK00814,20240708,ADV0008,PF04,AF12,Digital,30.0,317300.0,0.057,299200.0,706.9,Confirmed
BK00815,20240325,ADV0001,PF03,AF05,Print,1.0,1200.0,0.064,1100.0,,Confirmed
BK00816,20220215,ADV0011,PF01,AF03,Print,1.0,20500.0,0.077,18900.0,,Confirmed
BK00817,20220719,ADV0050,PF02,AF03,Print,1.0,22200.0,0.055,21000.0,,Confirmed
BK00818,20210517,ADV0006,PF05,AF06,Digital,21.0,148000.0,0.053,140200.0,455.6,Confirmed
BK00819,20190427,ADV0041,PF02,AF05,Print,1.0,700.0,0.051,700.0,,Confirmed
BK00820,20210105,ADV0045,PF04,AF10,Digital ,1.0,32600.0,0.141,28000.0,215.7,Confirmed
BK00821,20231104,ADV0033,PF01,AF02,Print,1.0,44300.0,0.073,41100.0,,Confirmed
BK00822,20190112,ADV0055,PF01,AF03,Print,1.0,16600.0,0.014,16400.0,,Confirmed
BK00823,20210101,ADV0088,PF02,AF03,Print,1.0,16000.0,0.0,16000.0,,Confirmed
BK00824,20210515,ADV0089,PF01,AF03,Print,1.0,22600.0,0.082,20700.0,,Confirmed
BK00825,20220327,ADV0044,PF04,AF07,Digital,,174100.0,0.028,169200.0,771.6,Confirmed
BK00826,20240705,ADV0027,PF04,AF11,Digital,1.0,16300.0,0.124,14300.0,437.8,Confirmed
BK00827,20210131,ADV0083,PF04,AF11,Digital,1.0,6100.0,0.002,6100.0,303.6,Confirmed
BK00828,20210202,ADV0059,PF05,AF10,Digital,1.0,30700.0,0.136,26500.0,463.9,Confirmed
BK00829,20230527,ADV0024,PF05,AF06,Digital,21.0,313300.0,0.148,266900.0,755.5,Under Review
BK00830,20210929,ADV0040,PF06,AF09,Digital ,14.0,133100.0,0.047,126800.0,217.7,Confirmed
BK00831,20200502,ADV0067,PF01,AF03,Print,1.0,14400.0,0.02,14100.0,,Confirmed
BK00832,20210929,ADV0048,PF05,AF12,Digital,30.0,133700.0,0.039,128500.0,92.0,Confirmed
BK00833,20191113,ADV0049,PF01,AF02,Print,1.0,31700.0,,31400.0,,Confirmed
BK00834,20200124,ADV0019,PF04,AF06,Digital,21.0,86500.0,0.014,85300.0,202.3,Confirmed
BK00835,20211229,ADV0079,PF01,AF02,Print,1.0,33400.0,0.05,31700.0,,Confirmed
BK00836,20210703,ADV0047,PF01,AF02,Print,1.0,45900.0,0.115,40600.0,,Confirmed
BK00837,20240622,ADV0007,PF02,AF01,Print,1.0,74100.0,0.066,69200.0,,Confirmed
BK00838,20210310,ADV0038,PF04,AF12,Digital,21.0,93100.0,0.038,89600.0,204.0,Confirmed
BK00839,20220620,ADV0037,PF04,AF07,Digital,30.0,252000.0,,234400.0,193.1,Confirmed
BK00840,20221027,ADV0002,PF01,AF01,Print,1.0,100700.0,0.114,89200.0,,Confirmed
BK00841,20190201,ADV0017,PF01,AF01,Print,1.0,57100.0,0.013,56400.0,,Confirmed
BK00842,20221226,ADV0040,PF01,AF02,Print,1.0,36200.0,0.014,35700.0,,Confirmed
BK00843,20200128,ADV0095,PF04,AF12,Digital,,0.0,0.079,0.0,710.9,Cancelled
BK00844,20241017,ADV0006,PF02,AF02,Print,1.0,58800.0,,54300.0,,Under Review
BK00845,20191129,ADV0047,PF01,AF05,Print,1.0,800.0,0.088,700.0,,CONFIRMED
BK00846,20210621,ADV0007,PF03,AF05,Print,1.0,500.0,0.039,500.0,,Confirmed
BK00847,20190703,ADV0033,PF01,AF05,Print,1.0,700.0,0.079,600.0,,Confirmed
BK00848,20241226,ADV0097,PF05,AF10,Digital,1.0,24800.0,0.04,23800.0,310.0,Confirmed
BK00849,20220106,ADV0027,PF04,AF10,Digital,1.0,0.0,0.119,0.0,316.2,Cancelled
BK00850,20220731,ADV0085,PF03,AF03,Print,,19000.0,0.033,18400.0,,Confirmed
BK00851,20190520,ADV0084,PF02,AF03,Print,1.0,12300.0,0.001,12300.0,,Under Review
BK00852,20230627,ADV0018,PF04,AF10,Digital,1.0,35200.0,0.002,35100.0,470.7,Confirmed
BK00853,20200406,ADV0044,PF05,AF10,Digital,1.0,16200.0,0.069,15100.0,103.6,Under Review
BK00854,20240515,ADV0012,PF04,AF10,Digital,1.0,41900.0,0.079,38600.0,456.7,Confirmed
BK00855,20200328,ADV0003,PF01,AF03,Print,1.0,14300.0,0.005,14200.0,,Confirmed
BK00856,20200228,ADV0098,PF01,AF01,Print,1.0,46200.0,0.057,43600.0,,Confirmed
BK00857,20190325,ADV0057,PF01,AF01,Print,1.0,72600.0,0.071,67400.0,,Confirmed
BK00858,20211109,ADV0057,PF01,AF03,Print,1.0,23200.0,0.069,21600.0,,Confirmed
BK00859,20220516,ADV0067,PF05,AF06,Digital,60.0,481800.0,0.024,470200.0,553.5,Confirmed
BK00860,20190517,ADV0005,PF01,AF01,Print,1.0,55700.0,0.039,53500.0,,Confirmed
BK00861,20230906,ADV0052,PF01,AF03,Print,1.0,26100.0,0.065,24400.0,,Confirmed
BK00862,20211001,ADV0088,PF04,AF07,Digital,,326900.0,0.025,318700.0,689.4,Confirmed
BK00863,20220301,ADV0005,PF04,AF10,Digital,1.0,23100.0,0.051,21900.0,166.2,Under Review
BK00864,20210902,ADV0037,PF05,AF06,Digital,60.0,297700.0,0.059,280100.0,416.2,Confirmed
BK00865,20210520,ADV0034,PF04,AF06,Digital ,21.0,109800.0,0.068,102300.0,363.5,Confirmed
BK00866,20220506,ADV0077,PF04,AF11,Digital,1.0,5100.0,0.014,5000.0,291.3,Under Review
BK00867,20191211,ADV0011,PF01,AF03,Print,1.0,14700.0,0.028,14300.0,,Confirmed
BK00868,20200206,ADV0033,PF01,AF04,Print,1.0,63800.0,0.039,61300.0,,Confirmed
BK00869,20240309,ADV0050,PF02,AF03,Print,1.0,33100.0,0.042,31700.0,,Under Review
BK00870,20240914,ADV0008,PF06,AF08,Digital,14.0,196800.0,0.101,176900.0,168.4,Confirmed
BK00871,20210331,ADV0082,PF01,AF03,Print,1.0,16700.0,0.012,16500.0,,Confirmed
BK00872,20200823,ADV0064,PF01,AF03,Print,1.0,13600.0,0.039,13100.0,,Confirmed
BK00873,20221119,ADV0051,PF05,AF06,Digital,14.0,124900.0,0.036,120400.0,363.7,CONFIRMED
BK00874,20210606,ADV0025,PF01,AF02,Print,1.0,21300.0,0.036,20500.0,,Confirmed
BK00875,20190303,ADV0098,PF01,AF01,Print,1.0,58700.0,0.002,58600.0,,Confirmed
BK00876,20191213,ADV0080,PF02,AF02,Print,1.0,31300.0,0.029,30400.0,,Confirmed
BK00877,20230417,ADV0040,PF02,AF03,Print,1.0,28200.0,0.057,26600.0,,Confirmed
BK00878,20221218,ADV0021,PF01,AF02,Print,1.0,26000.0,0.036,25100.0,,Confirmed
BK00879,20190306,ADV0054,PF02,AF03,Print,1.0,11800.0,0.012,11700.0,,Confirmed
BK00880,20200427,ADV0006,PF01,AF04,Print,1.0,69900.0,0.074,64700.0,,Confirmed
BK00881,20200514,ADV0092,PF01,AF02,Print,1.0,26100.0,0.021,25600.0,,Confirmed
BK00882,20230113,ADV0038,PF04,AF10,Digital,1.0,32500.0,0.004,32400.0,170.8,Under Review
BK00883,20190217,ADV0058,PF01,AF05,Print,1.0,600.0,0.047,600.0,,Confirmed
BK00884,20190824,ADV0006,PF01,AF01,Print,1.0,51700.0,0.048,49200.0,,Confirmed
BK00885,20231029,ADV0090,PF04,AF10,Digital,1.0,47900.0,0.14,41200.0,459.6,Confirmed
BK00886,20200129,ADV0086,PF01,AF03,Print,1.0,14900.0,0.066,13900.0,,CONFIRMED
BK00887,20221206,ADV0059,PF05,AF06,Digital,21.0,239200.0,0.075,221300.0,192.0,Confirmed
BK00888,20200528,ADV0079,PF03,AF03,Print,1.0,0.0,0.074,0.0,,Cancelled
BK00889,20190811,ADV0024,PF04,AF07,Digital,14.0,200600.0,0.107,179100.0,727.9,Confirmed
BK00890,20200608,ADV0019,PF01,AF01,Print,1.0,36100.0,0.043,34500.0,,Confirmed
BK00891,20230428,ADV0087,PF04,AF10,Digital,1.0,20400.0,0.014,20100.0,659.0,Confirmed
BK00892,20240224,ADV0099,PF03,AF02,Print,1.0,39000.0,0.067,36400.0,,Confirmed
BK00893,20231226,ADV0092,PF05,AF11,Digital,1.0,9500.0,0.067,8900.0,81.4,Confirmed
BK00894,20210513,ADV0062,PF04,AF10,Digital,1.0,23000.0,0.049,21900.0,251.4,Confirmed
BK00895,20230104,ADV0074,PF05,AF10,Digital,1.0,34700.0,0.07,32300.0,668.6,Confirmed
BK00896,20200328,ADV0038,PF04,AF07,Digital,30.0,240200.0,0.017,236100.0,339.9,Confirmed
BK00897,20201015,ADV0052,PF01,AF02,Print,1.0,25500.0,0.001,25500.0,,Confirmed
BK00898,20240512,ADV0077,PF01,AF03,Print,1.0,22400.0,0.051,21300.0,,Confirmed
BK00899,20190131,ADV0016,PF01,AF03,Print ,1.0,16000.0,0.022,15600.0,,Confirmed
BK00900,20190703,ADV0033,PF02,AF03,Print,1.0,14600.0,0.034,14100.0,,Confirmed
BK00901,20200402,ADV0002,PF01,AF01,Print,1.0,69700.0,0.093,63200.0,,Confirmed
BK00902,20190305,ADV0045,PF01,AF02,Print,1.0,41700.0,0.083,38200.0,,Confirmed
BK00903,20200205,ADV0010,PF01,AF02,Print,1.0,34500.0,0.125,30200.0,,Confirmed
BK00904,20220626,ADV0024,PF01,AF05,Print,1.0,1200.0,0.146,1000.0,,Confirmed
BK00905,20210710,ADV0058,PF01,AF03,Print,1.0,16400.0,0.038,15800.0,,Confirmed
BK00906,20240505,ADV0087,PF01,AF02,Print,1.0,0.0,0.018,0.0,,Cancelled
BK00907,20231203,ADV0036,PF04,AF11,Digital,1.0,8200.0,0.001,8200.0,308.7,Confirmed
BK00908,20210120,ADV0022,PF05,AF06,Digital,21.0,164000.0,0.002,163700.0,202.7,Confirmed
BK00909,20200723,ADV0044,PF04,AF10,Digital,1.0,16300.0,0.065,15200.0,198.9,Confirmed
BK00910,20210412,ADV0026,PF01,AF01,Print,1.0,65800.0,0.028,64000.0,,Confirmed
BK00911,20220716,ADV0037,PF04,AF07,Digital,7.0,64000.0,0.074,59300.0,300.6,Confirmed
BK00912,20200816,ADV0013,PF01,AF01,Print,1.0,61200.0,0.081,56200.0,,Confirmed
BK00913,20221010,ADV0083,PF01,AF02,Print,1.0,37500.0,0.046,35800.0,,Confirmed
BK00914,20210608,ADV0002,PF02,AF03,Print,1.0,24600.0,0.054,23300.0,,Confirmed
BK00915,20220422,ADV0092,PF04,AF07,Digital,7.0,76900.0,0.074,71200.0,509.8,Confirmed
BK00916,20210820,ADV0060,PF02,AF03,Print,1.0,18900.0,0.05,18000.0,,Confirmed
BK00917,20201017,ADV0090,PF05,AF11,Digital,1.0,6300.0,0.081,5800.0,260.1,Confirmed
BK00918,20240920,ADV0038,PF01,AF02,Print,1.0,54700.0,0.031,53000.0,,Confirmed
BK00919,20230804,ADV0062,PF04,AF11,Digital,1.0,9600.0,0.073,8900.0,610.5,Confirmed
BK00920,20191112,ADV0043,PF02,AF03,Print,,17600.0,0.058,16600.0,,CONFIRMED
BK00921,20240322,ADV0024,PF01,AF03,Print,1.0,46400.0,0.051,44000.0,,Confirmed
BK00922,20211209,ADV0069,PF01,AF01,Print,,61900.0,0.019,60700.0,,Confirmed
BK00923,20240508,ADV0053,PF02,AF02,Print,1.0,56700.0,0.067,52900.0,,Confirmed
BK00924,20231029,ADV0010,PF02,AF03,Print,1.0,32900.0,0.051,31200.0,,Confirmed
BK00925,20210720,ADV0041,PF04,AF07,Digital,21.0,234200.0,0.038,225300.0,422.1,Confirmed
BK00926,20190224,ADV0059,PF01,AF03,Print,1.0,23200.0,0.118,20500.0,,CONFIRMED
BK00927,20200817,ADV0002,PF05,AF11,Digital,1.0,6400.0,0.128,5600.0,197.8,Confirmed
BK00928,20220404,ADV0033,PF04,AF06,Digital,14.0,122000.0,0.04,117100.0,721.2,Confirmed
BK00929,20221030,ADV0045,PF05,AF10,Digital,1.0,37900.0,0.105,33900.0,481.6,Confirmed
BK00930,20200718,ADV0054,PF04,AF06,Digital,,27600.0,0.004,27500.0,70.5,Under Review
BK00931,20191110,ADV0005,PF01,AF01,Print,1.0,58100.0,0.073,53900.0,,Confirmed
BK00932,20240105,ADV0065,PF01,AF05,Print,1.0,800.0,0.048,800.0,,Confirmed
BK00933,20241203,ADV0051,PF05,AF10,Digital,1.0,0.0,0.034,0.0,663.5,Cancelled
BK00934,20220303,ADV0011,PF05,AF10,Digital,1.0,28000.0,0.005,27900.0,414.3,Confirmed
BK00935,20200113,ADV0068,PF05,AF06,Digital,7.0,58500.0,0.147,49900.0,767.1,Confirmed
BK00936,20200828,ADV0006,PF01,AF01,Print,,49500.0,0.018,48600.0,,Confirmed
BK00937,20190214,ADV0087,PF01,AF01,Print,1.0,0.0,0.073,0.0,,Cancelled
BK00938,20240621,ADV0005,PF04,AF07,Digital,21.0,386200.0,0.063,361900.0,462.5,Confirmed
BK00939,20190927,ADV0096,PF04,AF06,Digital,14.0,83800.0,0.019,82200.0,451.7,Confirmed
BK00940,20220609,ADV0035,PF04,AF12,Digital,14.0,65600.0,0.056,61900.0,625.4,Confirmed
BK00941,20200901,ADV0096,PF03,AF03,Print,1.0,12700.0,0.054,12000.0,,Confirmed
BK00942,20220426,ADV0062,PF01,AF01,Print,1.0,68100.0,0.04,65400.0,,Confirmed
BK00943,20221204,ADV0004,PF05,AF12,Digital,30.0,155000.0,0.078,142900.0,235.4,Confirmed
BK00944,20231225,ADV0020,PF05,AF12,Digital,21.0,186500.0,0.112,165600.0,169.7,Confirmed
BK00945,20200331,ADV0041,PF06,AF08,Digital,14.0,65400.0,0.05,62100.0,209.3,Confirmed
BK00946,20190127,ADV0091,PF01,AF01,Print,1.0,77400.0,0.051,73500.0,,Confirmed
BK00947,20191105,ADV0026,PF04,AF06,Digital,14.0,0.0,0.005,0.0,220.7,Cancelled
BK00948,20240519,ADV0088,PF04,AF11,Digital,1.0,10500.0,0.01,10400.0,685.7,Confirmed
BK00949,20240401,ADV0089,PF02,AF03,Print,1.0,42900.0,0.129,37400.0,,Confirmed
BK00950,20220805,ADV0080,PF04,AF07,Digital,30.0,400800.0,0.051,380400.0,396.6,Confirmed
BK00951,20220814,ADV0063,PF05,AF12,Digital,14.0,67500.0,0.027,65700.0,224.7,Confirmed
BK00952,20221229,ADV0042,PF05,AF06,Digital,14.0,154700.0,0.086,141400.0,77.4,Confirmed
BK00953,20200121,ADV0021,PF04,AF06,Digital,60.0,261000.0,0.075,241400.0,738.2,Confirmed
BK00954,20240621,ADV0060,PF05,AF11,Digital,1.0,10600.0,0.044,10100.0,720.3,Confirmed
BK00955,20210702,ADV0083,PF01,AF03,Print,1.0,17500.0,0.043,16700.0,,Confirmed
BK00956,20210418,ADV0083,PF05,AF11,Digital,1.0,6600.0,0.013,6500.0,267.4,Confirmed
BK00957,20220215,ADV0066,PF06,AF08,Digital,7.0,44700.0,0.008,44300.0,31.8,Confirmed
BK00958,20190413,ADV0078,PF02,AF02,Print,1.0,28700.0,0.024,28000.0,,Confirmed
BK00959,20191231,ADV0027,PF01,AF03,Print,1.0,23300.0,0.078,21500.0,,Confirmed
BK00960,20230528,ADV0040,PF05,AF10,Digital,1.0,32400.0,0.065,30300.0,778.0,Confirmed
BK00961,20190626,ADV0064,PF01,AF02,Print,1.0,30900.0,0.07,28700.0,,Confirmed
BK00962,20220821,ADV0013,PF04,AF10,Digital,1.0,33600.0,0.124,29400.0,72.5,Confirmed
BK00963,20200614,ADV0026,PF01,AF02,Print,1.0,24800.0,0.059,23300.0,,Confirmed
BK00964,20210429,ADV0090,PF02,AF02,Print,1.0,50300.0,0.118,44400.0,,Under Review
BK00965,20201005,ADV0070,PF01,AF01,Print,1.0,49500.0,0.02,48500.0,,Confirmed
BK00966,20210223,ADV0011,PF01,AF01,Print,1.0,60100.0,0.043,57500.0,,Confirmed
BK00967,20230423,ADV0069,PF04,AF06,Digital,60.0,595700.0,0.068,555200.0,217.0,Confirmed
BK00968,20201023,ADV0045,PF04,AF10,Digital,1.0,0.0,0.097,0.0,691.6,Cancelled
BK00969,20220518,ADV0020,PF04,AF10,Digital,1.0,37700.0,0.05,35800.0,629.2,Confirmed
BK00970,20211117,ADV0078,PF01,AF02,Print,1.0,36000.0,0.016,35400.0,,Confirmed
BK00971,20221226,ADV0070,PF04,AF11,Digital,1.0,6600.0,0.061,6200.0,487.1,Confirmed
BK00972,20240822,ADV0049,PF04,AF07,Digital,14.0,244200.0,0.012,241300.0,247.7,Confirmed
BK00973,20230518,ADV0074,PF04,AF06,Digital,7.0,66500.0,0.075,61500.0,384.1,Under Review
BK00974,20200415,ADV0076,PF04,AF10,Digital,1.0,17600.0,0.013,17400.0,717.9,Confirmed
BK00975,20190314,ADV0064,PF02,AF02,Print,1.0,32100.0,0.074,29700.0,,Confirmed
BK00976,20200730,ADV0030,PF02,AF03,Print,1.0,15200.0,0.016,15000.0,,Confirmed
BK00977,20220730,ADV0059,PF01,AF01,Print,1.0,90900.0,0.124,79600.0,,Confirmed
BK00978,20190421,ADV0005,PF01,AF03,Print,1.0,17300.0,0.061,16200.0,,Confirmed
BK00979,20211225,ADV0029,PF04,AF06,Digital,14.0,76900.0,,75400.0,192.4,Confirmed
BK00980,20220804,ADV0006,PF01,AF03,Print,1.0,20400.0,0.042,19500.0,,Confirmed
BK00981,20210102,ADV0059,PF02,AF02,Print,1.0,44600.0,0.138,38400.0,,Confirmed
BK00982,20230825,ADV0046,PF04,AF06,Digital,7.0,67700.0,0.013,66800.0,495.6,Confirmed
BK00983,20190831,ADV0001,PF03,AF03,Print,1.0,14500.0,0.005,14400.0,,Confirmed
BK00984,20190605,ADV0007,PF01,AF01,Print,1.0,41600.0,0.071,38600.0,,Under Review
BK00985,20230509,ADV0022,PF04,AF07,Digital,30.0,497200.0,0.016,489200.0,115.7,Confirmed
BK00986,20211223,ADV0085,PF01,AF03,Print,1.0,16300.0,0.029,15800.0,,Under Review
BK00987,20230223,ADV0004,PF01,AF02,Print,1.0,50300.0,0.001,50200.0,,Confirmed
BK00988,20210816,ADV0052,PF02,AF01,Print,1.0,54700.0,0.016,53800.0,,Confirmed
BK00989,20200617,ADV0058,PF04,AF10,Digital,1.0,0.0,,0.0,412.2,Cancelled
BK00990,20231206,ADV0025,PF04,AF07,Digital,60.0,665600.0,0.052,631000.0,263.2,Confirmed
BK00991,20231028,ADV0008,PF01,AF03,Print,1.0,38000.0,0.125,33200.0,,Confirmed
BK00992,20230308,ADV0006,PF04,AF10,Digital,1.0,34300.0,0.078,31600.0,185.8,Confirmed
BK00993,20200827,ADV0073,PF01,AF03,Print,1.0,9400.0,0.048,8900.0,,Confirmed
BK00994,20220716,ADV0007,PF01,AF02,Print ,1.0,29300.0,0.06,27500.0,,Confirmed
BK00995,20210307,ADV0048,PF05,AF06,Digital ,14.0,101400.0,0.046,96700.0,228.5,Confirmed
BK00996,20190720,ADV0076,PF06,AF08,Digital,7.0,38100.0,0.065,35600.0,215.2,Confirmed
BK00997,20240628,ADV0044,PF04,AF06,Digital,14.0,194000.0,0.076,179300.0,620.8,Confirmed
BK00998,20191105,ADV0007,PF01,AF01,Print,1.0,35000.0,0.015,34500.0,,Confirmed
BK00999,20240924,ADV0021,PF04,AF07,Digital,14.0,166200.0,0.055,157100.0,185.7,Confirmed
BK01000,20210914,ADV0075,PF06,AF09,Digital,14.0,113000.0,0.017,111100.0,231.5,Confirmed
BK01001,20200214,ADV0021,PF05,AF10,Digital,1.0,12600.0,0.074,11700.0,254.9,Under Review
BK01002,20220404,ADV0084,PF01,AF03,Print,1.0,15300.0,0.01,15100.0,,Confirmed
BK01003,20240331,ADV0081,PF01,AF01,Print,1.0,113100.0,0.034,109300.0,,Confirmed
BK01004,20230517,ADV0051,PF01,AF01,Print,1.0,92900.0,0.058,87500.0,,Confirmed
BK01005,20231112,ADV0069,PF02,AF03,Print,1.0,24900.0,0.026,24300.0,,Confirmed
BK01006,20221217,ADV0099,PF01,AF02,Print,1.0,25300.0,0.045,24200.0,,Confirmed
BK01007,20230303,ADV0028,PF06,AF08,Digital,30.0,307000.0,0.079,282700.0,68.9,Confirmed
BK01008,20240208,ADV0089,PF06,AF08,Digital ,30.0,382300.0,0.137,329900.0,232.6,Confirmed
BK01009,20200626,ADV0050,PF01,AF04,Print,1.0,70600.0,0.02,69200.0,,Confirmed
BK01010,20211212,ADV0091,PF04,AF11,Digital,1.0,9300.0,0.106,8300.0,150.1,Confirmed
BK01011,20200426,ADV0008,PF04,AF11,Digital,1.0,6600.0,0.082,6100.0,301.0,Confirmed
BK01012,20241209,ADV0054,PF02,AF02,Print,1.0,0.0,0.007,0.0,,Cancelled
BK01013,20240910,ADV0021,PF05,AF06,Digital,14.0,121400.0,,111700.0,223.7,Confirmed
BK01014,20190331,ADV0045,PF03,AF03,Print,1.0,23300.0,0.105,20900.0,,Confirmed
BK01015,20230330,ADV0063,PF04,AF12,Digital ,30.0,192200.0,0.073,178200.0,766.7,Confirmed
BK01016,20240721,ADV0089,PF01,AF02,Print,1.0,88700.0,0.083,81300.0,,Confirmed
BK01017,20200203,ADV0038,PF01,AF03,Print,1.0,14200.0,0.032,13700.0,,Confirmed
BK01018,20220521,ADV0009,PF02,AF02,Print,1.0,39200.0,0.039,37700.0,,Confirmed
BK01019,20240624,ADV0099,PF04,AF06,Digital,7.0,64200.0,0.034,62000.0,767.6,Confirmed
BK01020,20190320,ADV0066,PF06,AF09,Digital,,54000.0,0.023,52800.0,68.3,Confirmed
BK01021,20230314,ADV0029,PF05,AF06,Digital,14.0,0.0,0.038,0.0,705.3,Cancelled
BK01022,20201023,ADV0083,PF05,AF11,Digital,1.0,5200.0,0.059,4900.0,669.0,Confirmed
BK01023,20240718,ADV0027,PF02,AF02,Print,1.0,82800.0,0.059,77900.0,,Confirmed
BK01024,20241107,ADV0032,PF04,AF07,Digital,14.0,272200.0,0.001,271900.0,753.2,Confirmed
BK01025,20240910,ADV0044,PF04,AF07,Digital,30.0,528700.0,0.061,496400.0,199.2,Confirmed
BK01026,20211113,ADV0097,PF06,AF08,Digital,7.0,27300.0,,27000.0,117.5,Confirmed
BK01027,20240309,ADV0028,PF01,AF02,Print,1.0,84300.0,0.117,74400.0,,Confirmed
BK01028,20240128,ADV0080,PF04,AF06,Digital,7.0,90900.0,0.036,87600.0,637.1,Under Review
BK01029,20201205,ADV0071,PF04,AF10,Digital,1.0,18100.0,0.006,18000.0,121.2,Confirmed
BK01030,20231224,ADV0057,PF04,AF10,Digital,1.0,48800.0,0.134,42300.0,93.3,Confirmed
BK01031,20190326,ADV0025,PF01,AF02,Print,1.0,19700.0,,18200.0,,Confirmed
BK01032,20220802,ADV0017,PF01,AF01,Print,1.0,75900.0,0.078,70000.0,,Confirmed
BK01033,20200512,ADV0040,PF02,AF01,Print,1.0,47300.0,0.036,45600.0,,Confirmed
BK01034,20191003,ADV0071,PF01,AF04,Print,1.0,71100.0,0.046,67800.0,,Confirmed
BK01035,20190610,ADV0094,PF05,AF06,Digital,14.0,86400.0,0.058,81400.0,691.6,Confirmed
BK01036,20230311,ADV0013,PF03,AF02,Print,1.0,65100.0,0.089,59300.0,,Confirmed
BK01037,20210116,ADV0093,PF04,AF11,Digital,1.0,5600.0,0.06,5300.0,366.7,Confirmed
BK01038,20230503,ADV0087,PF06,AF08,Digital,14.0,73400.0,0.061,68900.0,74.0,Confirmed
BK01039,20190516,ADV0061,PF04,AF06,Digital,7.0,29600.0,0.074,27400.0,658.8,Confirmed
BK01040,20201128,ADV0086,PF06,AF08,Digital,14.0,65900.0,0.065,61600.0,169.8,Confirmed
BK01041,20220331,ADV0031,PF01,AF01,Print,1.0,46300.0,0.063,43400.0,,CONFIRMED
BK01042,20231010,ADV0056,PF02,AF02,Print,1.0,47000.0,0.06,44200.0,,Confirmed
BK01043,20201205,ADV0038,PF04,AF10,Digital,1.0,18700.0,0.074,17300.0,782.9,Confirmed
BK01044,20221014,ADV0054,PF04,AF06,Digital,14.0,75700.0,0.019,74300.0,488.4,Confirmed
BK01045,20240423,ADV0064,PF03,AF03,Print,1.0,28900.0,0.025,28200.0,,Confirmed
BK01046,20220922,ADV0066,PF03,AF02,Print,1.0,40000.0,0.057,37700.0,,Confirmed
BK01047,20200518,ADV0082,PF04,AF10,Digital,1.0,17200.0,0.056,16200.0,623.4,Confirmed
BK01048,20190301,ADV0016,PF01,AF03,Print,1.0,16500.0,0.062,15500.0,,Under Review
BK01049,20240325,ADV0032,PF03,AF03,Print,1.0,31600.0,0.022,30900.0,,Confirmed
BK01050,20190221,ADV0096,PF06,AF08,Digital,14.0,0.0,0.073,0.0,45.3,Cancelled
BK01051,20240403,ADV0080,PF01,AF01,Print,1.0,103700.0,0.064,97100.0,,Under Review
BK01052,20220310,ADV0022,PF02,AF03,Print,1.0,19000.0,0.023,18600.0,,Confirmed
BK01053,20240828,ADV0012,PF05,AF12,Digital,7.0,53700.0,0.015,52900.0,124.5,Confirmed
BK01054,20231027,ADV0060,PF01,AF02,Print,1.0,47700.0,0.061,44800.0,,Confirmed
BK01055,20241228,ADV0048,PF02,AF01,Print,1.0,99000.0,0.018,97200.0,,Confirmed
BK01056,20210211,ADV0062,PF05,AF10,Digital,1.0,20500.0,,20100.0,706.6,Confirmed
BK01057,20230814,ADV0073,PF02,AF03,Print,1.0,18000.0,0.039,17300.0,,Confirmed
BK01058,20210522,ADV0096,PF04,AF07,Digital,30.0,305300.0,0.005,303800.0,636.2,Confirmed
BK01059,20211124,ADV0079,PF01,AF03,Print,1.0,17400.0,0.065,16300.0,,Confirmed
BK01060,20221017,ADV0092,PF04,AF11,Digital,1.0,7000.0,0.004,7000.0,581.3,Under Review
