policy_id,date_id,customer_id,product_id,branch_id,channel_id,premium_egp,underwriting_cost,admin_cost,total_cost,expected_claim_reserve,term_months,policy_status,customer_type,is_returning_customer
POL01511,20241214,CUS0014,PR01,BR08,CH02,4321.33,772.68,591.42,1364.1,1994.74,24.0,Active,Individual,True
POL01512,20241010,CUS0093,PR03,BR11,CH05,3287.2,517.02,281.81,798.83,1200.28,6.0,Active,Individual,True
POL01513,20230714,CUS0071,PR07,BR01,CH01,696.33,119.36,76.69,196.05,280.39,24.0,Cancelled,Individual,False
POL01514,20240606,CUS0061,PR02,BR04,CH02,1651.19,267.91,164.68,432.59,913.39,12.0,Active,Individual,False
POL01515,20240103,CUS0001,PR01,BR03,CH01,4606.46,512.1,688.27,1200.37,3149.63,6.0,Active,Individual,True
POL01516,20240811,CUS0170,PR05,BR09,CH04,66986.46,11632.67,5586.14,17218.81,37891.63,6.0,Active,Corporate,False
POL01517,20241213,CUS0060,PR02,BR10,CH03,1219.76,161.43,110.09,271.52,864.79,12.0,Active,Individual,True
POL01518,20240217,CUS0055,PR02,BR04,CH03,864.47,123.64,119.02,242.66,515.22,24.0,Active,Individual,False
POL01519,20230907,CUS0042,PR01,BR07,CH01,5986.18,1005.48,653.02,1658.5,4805.29,6.0,Active,Individual,True
POL01520,20241004,CUS0112,PR07,BR04,CH01,843.42,95.05,87.95,183.0,282.78,24.0,Active,Individual,True
POL01521,20230802,CUS0010,PR02,BR02,CH02,1314.83,217.58,134.57,352.15,912.38,24.0,Expired,Individual,False
POL01522,20241114,CUS0108,PR01,BR04,CH02,1525.47,252.26,187.83,440.09,967.87,12.0,Expired,Individual,True
POL01523,20231108,CUS0101,PR02,BR09,CH04,1180.18,209.85,120.34,330.19,547.88,24.0,ACTIVE,Individual,True
POL01524,20240105,CUS0046,PR02,BR12,CH01,1890.46,330.21,238.01,568.22,732.82,12.0,Active,Individual,True
POL01525,20241023,CUS0005,PR03,BR04,CH01,14959.14,1895.2,1246.18,3141.38,4749.38,6.0,Expired,Individual,True
POL01526,20230809,CUS0078,PR07,BR12,CH02,1279.19,183.33,144.12,327.45,464.15,12.0,Active,Individual,True
POL01527,20230716,CUS0076,PR01,BR06,CH02,6591.53,707.26,840.71,1547.97,5153.56,6.0,Expired,Individual,False
POL01528,20240229,CUS0169,PR10,BR10,CH03,386412.9,61282.39,32735.96,94018.35,165537.96,24.0,Active,Corporate,True
POL01529,20231013,CUS0091,PR02,BR01,CH02,1919.8,285.7,259.24,544.94,1237.29,12.0,Active,Individual,True
POL01530,20230907,CUS0180,PR06,BR11,CH02,36504.94,6327.61,3301.78,9629.39,19566.45,6.0,Active,Corporate,True
POL01531,20230904,CUS0149,PR04,BR02,CH02,66381.3,6732.15,8658.15,15390.3,40321.8,12.0,Expired,Corporate,False
POL01532,20230117,CUS0133,PR09,BR03,CH03,75898.17,9619.66,10730.84,20350.5,43547.37,12.0,Active,Corporate,False
POL01533,20241005,CUS0040,PR07,BR01,CH02,481.48,52.0,50.72,102.72,171.65,6.0,Active,Individual,True
POL01534,20240610,CUS0036,PR01,BR06,CH02,6339.96,842.25,913.0,1755.25,3800.51,12.0,Cancelled,Individual,False
POL01535,20240201,CUS0101,PR02,BR02,CH01,1303.51,143.11,186.04,329.15,850.12,,ACTIVE,Individual,True
POL01536,20231202,CUS0070,PR01,BR05,CH02,6650.16,1013.98,562.37,1576.35,4504.32,6.0,Active,Individual,True
POL01537,20240721,CUS0046,PR01,BR01,CH04,3198.7,477.67,389.62,867.29,2435.14,12.0,Expired,Individual,True
POL01538,20240403,CUS0095,PR02,BR02,CH02,521.47,90.74,53.42,144.16,365.65,6.0,Active,Individual,True
POL01539,20241222,CUS0091,PR02,BR11,CH03,1303.17,145.06,187.53,332.59,915.27,12.0,Cancelled,Individual,True
POL01540,20231215,CUS0153,PR10,BR01,CH04,61922.54,7904.02,6789.76,14693.78,26960.02,12.0,Active,Corporate,True
POL01541,20230801,CUS0180,PR08,BR03,CH01,4019.92,504.03,369.06,873.09,1876.51,6.0,Active,Corporate,True
POL01542,20231114,CUS0109,PR03,BR01,CH01,12381.04,1389.15,1590.93,2980.08,6173.43,24.0,Active,Individual,True
POL01543,20230413,CUS0064,PR01,BR01,CH01,7353.27,1005.39,872.82,1878.21,3203.01,24.0,Active,Individual,True
POL01544,20240312,CUS0125,PR03,BR10,CH04,5866.6,911.39,874.38,1785.77,3406.06,12.0,Cancelled,Individual,True
POL01545,20240921,CUS0013,PR07,BR09,CH03,472.45,81.34,57.88,139.22,146.68,6.0,Expired,Individual,False
POL01546,20230923,CUS0077,PR03,BR08,CH02,13970.3,1410.04,1155.29,2565.33,5487.2,6.0,Active,Individual,False
POL01547,20230910,CUS0006,PR02,BR01,CH02,-1155.51,203.16,128.92,332.08,614.1,12.0,Expired,Individual,True
POL01548,20240923,CUS0097,PR02,BR04,CH03,1625.49,226.33,187.37,413.7,981.83,12.0,Active,Individual,True
POL01549,20240722,CUS0061,PR02,BR02,CH02,552.24,81.54,58.82,140.36,264.55,24.0,Expired,Individual,False
POL01550,20240320,CUS0017,PR02,BR03,CH02,1659.71,207.53,,363.02,925.2,,Expired,Individual,False
POL01551,20230320,CUS0075,PR03,BR01,CH01,13002.01,1706.85,1713.11,3419.96,5138.62,12.0,Expired,Individual,False
POL01552,20230809,CUS0056,PR01,BR05,CH02,6656.41,708.86,842.32,1551.18,5178.27,24.0,Active,Individual,True
POL01553,20240803,CUS0106,PR03,BR04,CH02,9147.93,1584.29,779.76,2364.05,3373.01,12.0,Active,Individual,False
POL01554,20240131,CUS0019,PR02,BR01,CH02,1302.65,180.21,119.0,299.21,811.38,12.0,Active,Individual,True
POL01555,20231223,CUS0058,PR03,BR02,CH04,5288.35,920.75,523.74,1444.49,2555.24,12.0,Active,Individual,False
POL01556,20240630,CUS0064,PR02,BR11,CH03,1009.71,121.61,149.25,270.86,494.92,6.0,Active,Individual,True
POL01557,20240918,CUS0022,PR01,BR03,CH02,5502.75,985.32,469.24,1454.56,2582.83,6.0,EXPIRED,Individual,True
POL01558,20230619,CUS0012,PR01,BR07,CH03,2853.68,291.66,385.15,676.81,1866.53,24.0,Active,Individual,True
POL01559,20241017,CUS0141,PR04,BR08,CH05,22142.89,3661.14,2063.31,5724.45,9525.03,6.0,Expired,Corporate,True
POL01560,20240615,CUS0147,PR08,BR02,CH03,3879.59,538.56,579.89,1118.45,1836.98,6.0,Active,Corporate,False
POL01561,20231216,CUS0146,PR10,BR08,CH03,155523.11,26722.74,19065.54,45788.28,80673.64,12.0,Active,Corporate,False
POL01562,20230103,CUS0085,PR03,BR02,CH04,11369.32,1579.69,1287.1,2866.79,5570.0,6.0,Expired,Individual,False
POL01563,20241016,CUS0005,PR01,BR09,CH02,3548.46,497.65,367.4,865.05,1766.03,6.0,Expired,Individual,True
POL01564,20241012,CUS0156,PR04,BR01,CH02,33867.5,5391.39,4197.11,9588.5,17668.86,12.0,Expired,Corporate,True
POL01565,20230226,CUS0069,PR02,BR04,CH02,1788.33,249.77,190.39,440.16,1112.88,24.0,Expired,Individual,False
POL01566,20240614,CUS0087,PR01,BR01,CH02,6892.36,1127.54,671.67,1799.21,4910.19,,Cancelled,Individual,False
POL01567,20230520,CUS0001,PR01,BR03,CH03,5132.03,605.03,530.97,1136.0,3808.67,24.0,Active,Individual,True
POL01568,20230405,CUS0179,PR04,BR07,CH03,93225.92,13898.6,10667.79,24566.39,47995.33,12.0,Active,Corporate,False
POL01569,20230621,CUS0105,PR03,BR11,CH03,5957.41,938.97,664.98,1603.95,2674.3,24.0,Active,Individual,True
POL01570,20240106,CUS0178,PR09,BR09,CH02,138057.58,20464.23,14249.2,34713.43,89781.16,12.0,Cancelled,Corporate,False
POL01571,20230408,CUS0089,PR03,BR02,CH05,14666.67,2201.46,1490.73,3692.19,6273.27,12.0,Active,Individual,True
POL01572,20240218,CUS0031,PR02,BR03,CH02,1270.13,175.94,,310.18,709.7,,Cancelled,Individual,True
POL01573,20240924,CUS0125,PR03,BR01,CH01,4658.17,554.27,644.92,1199.19,1492.37,12.0,Active,Individual,True
POL01574,20230419,CUS0043,PR01,BR01,CH02,3345.6,566.07,,892.52,1787.83,24.0,Active,Individual,False
POL01575,20231215,CUS0152,PR08,BR02,CH01,12507.07,1923.9,1834.82,3758.72,3479.66,12.0,Expired,Corporate,False
POL01576,20240904,CUS0095,PR01,BR01,CH02,3524.24,460.01,443.12,903.13,2698.9,6.0,Active,Individual,True
POL01577,20230607,CUS0015,PR07,BR01,CH01,539.27,68.96,71.17,140.13,226.03,12.0,Active,Individual,True
POL01578,20230802,CUS0015,PR02,BR10,CH02,890.55,156.5,91.67,248.17,576.61,6.0,Active,Individual,True
POL01579,20240510,CUS0038,PR07,BR07,CH02,816.9,84.49,91.82,176.31,311.95,12.0,Active,Individual,False
POL01580,20240323,CUS0089,PR03,BR04,CH02,6317.65,1083.19,592.27,1675.46,2087.58,12.0,Expired,Individual,True
POL01581,20231225,CUS0083,PR01,BR04,CH05,1983.59,315.35,164.04,479.39,1275.48,6.0,Expired,Individual,True
POL01582,20240801,CUS0105,PR03,BR11,CH02,3158.48,503.17,365.24,868.41,1139.84,6.0,Expired,Individual,True
POL01583,20240517,CUS0001,PR02,BR01,CH01,1094.49,114.85,133.73,248.58,536.19,24.0,Active,Individual,True
POL01584,20240719,CUS0165,PR08,BR07,CH03,6907.85,982.64,619.91,1602.55,3066.24,12.0,Active,Corporate,False
POL01585,20230909,CUS0023,PR03,BR01,CH02,8654.88,1113.56,901.71,2015.27,2746.29,6.0,Active,Individual,False
POL01586,20241230,CUS0066,PR02,BR02,CH04,1880.87,201.45,275.18,476.63,1243.17,12.0,Active,Individual,True
POL01587,20230102,CUS0041,PR02,BR10,CH01,478.35,85.46,58.71,144.17,289.44,6.0,Active,Individual,True
POL01588,20231105,CUS0083,PR03,BR01,CH03,13573.95,1380.07,1372.67,2752.74,6609.69,12.0,Expired,Individual,True
POL01589,20240118,CUS0058,PR07,BR08,CH02,1073.39,186.81,97.12,283.93,425.8,12.0,Active,Individual,False
POL01590,20231029,CUS0051,PR02,BR09,CH02,858.28,87.38,97.79,185.17,434.72,6.0,Active,Individual,True
POL01591,20230908,CUS0100,PR01,BR04,CH02,2007.05,357.15,177.21,534.36,1302.13,,Active,Individual,True
POL01592,20240914,CUS0152,PR04,BR03,CH02,80853.86,14414.94,10545.1,24960.04,34559.73,24.0,Active,Corporate,False
POL01593,20230714,CUS0053,PR01,BR01,CH01,6771.13,990.61,769.23,1759.84,3928.19,6.0,Cancelled,Individual,False
POL01594,20231109,CUS0036,PR02,BR04,CH02,1475.52,211.85,194.94,406.79,718.55,24.0,Active,Individual,False
POL01595,20230804,CUS0040,PR03,BR01,CH05,8992.54,1146.68,1136.06,2282.74,4638.67,24.0,Expired,Individual,True
POL01596,20231231,CUS0073,PR07,BR05,CH03,957.66,119.03,111.66,230.69,257.76,6.0,Active,Individual,False
POL01597,20230312,CUS0025,PR01,BR01,CH02,4495.37,488.12,,911.72,2408.56,24.0,EXPIRED,Individual,True
POL01598,20230322,CUS0144,PR04,BR01,CH02,84213.8,9262.57,7026.31,16288.88,43863.84,6.0,Expired,Corporate,False
POL01599,20240611,CUS0108,PR07,BR07,CH01,436.81,74.84,50.05,124.89,114.93,24.0,Expired,Individual,True
POL01600,20240812,CUS0103,PR07,BR06,CH03,350.45,36.65,41.23,77.88,100.66,24.0,Active,Individual,False
POL01601,20241014,CUS0129,PR04,BR01,CH01,73557.59,11703.22,10891.77,22594.99,30986.83,12.0,Expired,Corporate,True
POL01602,20230716,CUS0132,PR05,BR02,CH02,74966.15,12559.05,8740.46,21299.51,35562.97,6.0,Active,Corporate,True
POL01603,20231118,CUS0118,PR02,BR02,CH02,1800.06,312.8,171.04,483.84,1236.73,6.0,Expired,Individual,True
POL01604,20231113,CUS0025,PR01,BR09,CH03,4876.36,574.2,673.11,1247.31,3618.76,6.0,Active,Individual,True
POL01605,20230512,CUS0011,PR01,BR09,CH02,5215.43,747.64,547.08,1294.72,4042.83,12.0,Active,Individual,False
POL01606,20230818,CUS0092,PR03,BR04,CH01,6363.65,819.97,949.12,1769.09,2894.63,24.0,Cancelled,Individual,True
POL01607,20240202,CUS0030,PR01,BR03,CH01,2289.35,243.19,326.65,569.84,1829.99,6.0,Active,Individual,False
POL01608,20240514,CUS0003,PR03,BR04,CH02,14746.41,1711.35,1527.68,3239.03,7708.5,6.0,Active,Individual,False
POL01609,20230821,CUS0104,PR07,BR01,CH02,1410.56,245.01,114.07,359.08,434.47,24.0,Expired,Individual,True
POL01610,20230222,CUS0105,PR02,BR12,CH02,1096.08,144.98,103.6,248.58,502.76,24.0,Expired,Individual,True
POL01611,20230318,CUS0146,PR06,BR12,CH01,146255.82,23223.41,13841.09,37064.5,54227.63,24.0,Active,Corporate,False
POL01612,20241016,CUS0176,PR10,BR11,CH02,147860.43,21943.87,15258.35,37202.22,52189.65,24.0,Expired,Corporate,True
POL01613,20240505,CUS0033,PR01,BR10,CH02,6923.14,1200.45,749.56,1950.01,3998.43,6.0,Active,Individual,True
POL01614,20230316,CUS0104,PR07,BR01,CH01,301.21,54.04,24.74,78.78,79.94,12.0,Cancelled,Individual,True
POL01615,20230520,CUS0120,PR02,BR02,CH02,757.67,91.25,103.53,194.78,530.78,24.0,Active,Individual,True
POL01616,20240917,CUS0166,PR10,BR08,CH01,246214.67,39737.56,19997.91,59735.47,120120.28,6.0,Active,Corporate,True
POL01617,20240222,CUS0104,PR01,BR06,CH03,3339.68,592.98,269.75,862.73,2579.12,12.0,Active,Individual,True
POL01618,20231118,CUS0119,PR02,BR03,CH01,1918.41,284.03,241.89,525.92,740.77,12.0,Active,Individual,True
POL01619,20240809,CUS0067,PR01,BR11,CH02,2660.05,337.21,264.05,601.26,1695.98,24.0,Expired,Individual,False
POL01620,20230313,CUS0059,PR02,BR09,CH02,596.74,104.99,66.05,171.04,269.93,12.0,Active,Individual,False
POL01621,20241017,CUS0127,PR06,BR02,CH02,197845.85,25302.04,15831.18,41133.22,107128.68,12.0,Active,Corporate,False
POL01622,20231028,CUS0106,PR07,BR02,CH02,1430.22,248.7,200.12,448.82,650.32,12.0,Active,Individual,False
POL01623,20240114,CUS0146,PR08,BR07,CH03,10706.02,1081.81,1112.17,2193.98,3830.1,6.0,Active,Corporate,False
POL01624,20240126,CUS0045,PR07,BR04,CH02,1086.2,147.88,96.4,244.28,390.58,24.0,Active,Individual,True
POL01625,20230321,CUS0054,PR07,BR01,CH05,943.38,142.2,140.17,282.37,233.5,6.0,Cancelled,Individual,False
POL01626,20231005,CUS0139,PR08,BR05,CH01,14300.54,2483.16,1745.87,4229.03,5813.36,6.0,Expired,Corporate,False
POL01627,20240620,CUS0165,PR08,BR04,CH02,9981.75,1190.54,1144.61,2335.15,4847.73,6.0,Active,Corporate,False
POL01628,20230803,CUS0074,PR01,BR01,CH01,6485.68,668.12,617.54,1285.66,3541.57,6.0,Active,Individual,True
POL01629,20240413,CUS0020,PR01,BR02,CH05,5456.19,949.5,500.14,1449.64,2674.93,12.0,Expired,Individual,False
POL01630,20231005,CUS0079,PR02,BR01,CH02,1741.98,209.78,257.09,466.87,1183.91,12.0,Active,Individual,True
POL01631,20230314,CUS0036,PR02,BR01,CH02,1560.02,229.53,230.77,460.3,1041.47,24.0,Cancelled,Individual,False
POL01632,20231215,CUS0103,PR02,BR01,CH02,619.99,78.36,57.91,136.27,273.67,12.0,Cancelled,Individual,False
POL01633,20240429,CUS0062,PR02,BR07,CH01,1899.18,249.86,255.46,505.32,946.77,24.0,Active,Individual,False
POL01634,20240421,CUS0014,PR02,BR05,CH01,1648.23,240.93,190.27,431.2,752.93,12.0,Active,Individual,True
POL01635,20231223,CUS0014,PR02,BR01,CH02,1134.91,131.25,90.85,222.1,728.21,24.0,Active,Individual,True
POL01636,20241030,CUS0012,PR01,BR03,CH03,5679.76,983.93,649.05,1632.98,2830.09,24.0,Active,Individual,True
POL01637,20231011,CUS0020,PR02,BR03,CH05,1368.87,206.15,112.2,318.35,822.44,12.0,Active,Individual,False
POL01638,20240204,CUS0097,PR03,BR10,CH01,9547.88,1591.08,832.38,2423.46,4610.36,24.0,Cancelled,Individual,True
POL01639,20240125,CUS0104,PR01,BR08,CH01,6420.43,855.99,699.92,1555.91,4149.21,24.0,Cancelled,Individual,True
POL01640,20230416,CUS0154,PR05,BR07,CH02,74305.8,11160.95,9451.2,20612.15,27821.3,24.0,Active,Corporate,True
POL01641,20230715,CUS0013,PR02,BR11,CH03,778.71,94.28,116.77,211.05,413.78,6.0,Expired,Individual,False
POL01642,20230729,CUS0048,PR01,BR03,CH04,3117.87,553.79,331.17,884.96,2234.88,6.0,Expired,Individual,True
POL01643,20230119,CUS0100,PR01,BR02,CH02,3266.18,433.76,355.05,788.81,1682.24,24.0,Active,Individual,True
POL01644,20241213,CUS0174,PR04,BR05,CH01,42382.6,5985.57,5669.6,11655.17,17828.08,12.0,Expired,Corporate,True
POL01645,20240112,CUS0092,PR01,BR06,CH03,5860.93,918.4,,1625.82,4723.75,6.0,Cancelled,Individual,True
POL01646,20241215,CUS0025,PR02,BR01,CH05,1047.76,119.82,144.31,264.13,510.45,24.0,Cancelled,Individual,True
POL01647,20230729,CUS0053,PR07,BR02,CH03,1370.5,195.84,134.46,330.3,499.69,6.0,Active,Individual,False
POL01648,20230517,CUS0129,PR09,BR05,CH04,18486.66,3074.39,1906.03,4980.42,8126.24,24.0,Expired,Corporate,True
POL01649,20241111,CUS0157,PR05,BR01,CH04,27166.33,4875.79,3156.58,8032.37,12027.64,24.0,Active,Corporate,True
POL01650,20240107,CUS0132,PR06,BR02,CH01,22710.48,4034.73,2625.81,6660.54,12529.07,6.0,Expired,Corporate,True
POL01651,20230718,CUS0136,PR04,BR09,CH05,63598.83,6739.52,7881.52,14621.04,35564.88,6.0,Active,Corporate,True
POL01652,20240128,CUS0068,PR01,BR04,CH02,3556.93,507.15,386.26,893.41,2532.81,,Active,Individual,True
POL01653,20230323,CUS0076,PR02,BR07,CH02,1114.33,144.15,156.87,301.02,432.71,6.0,Active,Individual,False
POL01654,20230330,CUS0028,PR01,BR09,CH02,5924.84,616.19,762.35,1378.54,4590.75,6.0,Active,Individual,True
POL01655,20230124,CUS0114,PR01,BR02,CH03,6807.72,1160.56,618.16,1778.72,4095.83,6.0,CANCELLED,Individual,True
POL01656,20231021,CUS0014,PR07,BR06,CH02,340.99,52.79,28.89,81.68,143.3,12.0,Expired,Individual,True
POL01657,20240204,CUS0029,PR01,BR01,CH01,4065.64,689.64,462.54,1152.18,1821.11,12.0,Active,Individual,False
POL01658,20240730,CUS0068,PR01,BR06,CH02,2861.33,342.77,356.41,699.18,1962.27,6.0,Active,Individual,True
POL01659,20231001,CUS0052,PR01,BR09,CH03,7073.43,1106.03,639.24,1745.27,3488.1,6.0,Active,Individual,True
POL01660,20241130,CUS0056,PR01,BR04,CH02,4897.53,698.0,,1372.06,3258.47,6.0,Cancelled,Individual,True
POL01661,20241216,CUS0059,PR01,BR03,CH02,5975.27,786.57,636.15,1422.72,4330.07,12.0,Active,Individual,False
POL01662,20240410,CUS0062,PR02,BR09,CH05,983.33,144.67,91.11,235.78,447.1,12.0,Cancelled,Individual,False
POL01663,20231121,CUS0080,PR03,BR12,CH02,6259.81,1022.02,924.27,1946.29,2904.68,12.0,Expired,Individual,True
POL01664,20240518,CUS0167,PR06,BR07,CH02,40683.15,4167.75,5589.58,9757.33,20304.34,6.0,Expired,Corporate,True
POL01665,20230501,CUS0021,PR07,BR01,CH01,1335.56,219.64,197.04,416.68,438.59,6.0,Active,Individual,True
POL01666,20230527,CUS0150,PR09,BR06,CH02,78892.93,8487.67,8400.54,16888.21,36732.84,6.0,Expired,Corporate,True
POL01667,20241110,CUS0107,PR02,BR01,CH03,1450.18,165.28,119.43,284.71,996.04,,Active,Individual,True
POL01668,20230626,CUS0168,PR08,BR03,CH01,16244.83,2889.1,1302.16,4191.26,4621.39,12.0,Active,Corporate,True
POL01669,20230515,CUS0127,PR06,BR02,CH03,162066.04,17274.5,23098.92,40373.42,98693.83,12.0,Active,Corporate,False
POL01670,20230915,CUS0135,PR05,BR11,CH02,51221.35,7905.38,5833.45,13738.83,23196.74,6.0,Cancelled,Corporate,True
POL01671,20241023,CUS0040,PR02,BR10,CH04,1242.46,178.62,130.6,309.22,849.07,24.0,EXPIRED,Individual,True
POL01672,20230307,CUS0030,PR01,BR10,CH03,4832.14,525.43,622.41,1147.84,3743.47,6.0,Expired,Individual,False
POL01673,20230724,CUS0142,PR06,BR01,CH02,71318.76,8181.55,6275.54,14457.09,40175.48,24.0,EXPIRED,Corporate,True
POL01674,20231221,CUS0054,PR02,BR12,CH05,814.6,99.99,107.69,207.68,400.87,24.0,Active,Individual,False
POL01675,20230326,CUS0119,PR07,BR04,CH02,1069.58,168.38,160.25,328.63,456.19,6.0,Active,Individual,True
POL01676,20241115,CUS0062,PR01,BR01,CH03,7475.16,1015.44,1086.31,2101.75,5747.64,,Cancelled,Individual,False
POL01677,20241209,CUS0022,PR01,BR08,CH04,4137.14,437.16,455.04,892.2,3256.03,12.0,Active,Individual,True
POL01678,20230909,CUS0017,PR01,BR06,CH05,2902.49,467.09,359.56,826.65,2126.41,12.0,Expired,Individual,False
POL01679,20240429,CUS0126,PR08,BR01,CH03,13692.74,2368.45,2011.61,4380.06,5979.6,24.0,Expired,Corporate,True
POL01680,20230122,CUS0067,PR07,BR05,CH03,1218.35,207.56,129.63,337.19,412.81,24.0,Active,Individual,False
POL01681,20240930,CUS0113,PR02,BR07,CH03,1870.47,314.78,214.97,529.75,1253.9,24.0,Expired,Individual,False
POL01682,20240505,CUS0171,PR06,BR02,CH03,198367.18,20753.48,21033.0,41786.48,117848.91,12.0,Active,Corporate,False
POL01683,20240207,CUS0015,PR01,BR05,CH02,6585.61,915.38,605.09,1520.47,3838.97,6.0,Active,Individual,True
POL01684,20231118,CUS0134,PR08,BR10,CH02,5583.33,772.2,638.34,1410.54,2029.71,24.0,Cancelled,Corporate,False
POL01685,20240413,CUS0031,PR03,BR05,CH02,6057.99,654.4,688.12,1342.52,2883.03,6.0,Active,Individual,True
POL01686,20240828,CUS0106,PR02,BR03,CH02,982.22,137.07,126.94,264.01,661.35,12.0,Expired,Individual,False
POL01687,20230312,CUS0170,PR06,BR05,CH03,81560.77,9388.16,9380.38,18768.54,53471.85,24.0,Active,Corporate,False
POL01688,20231203,CUS0077,PR01,BR09,CH02,5431.44,875.68,554.9,1430.58,4071.48,12.0,Active,Individual,False
POL01689,20230414,CUS0014,PR01,BR05,CH02,2187.1,246.21,221.43,467.64,1699.19,24.0,Active,Individual,True
POL01690,20230831,CUS0012,PR03,BR03,CH01,4089.59,644.87,411.15,1056.02,1719.06,24.0,Active,Individual,True
POL01691,20230328,CUS0151,PR04,BR07,CH05,49093.23,6576.26,3982.74,10559.0,29137.68,12.0,Active,Corporate,False
POL01692,20240813,CUS0002,PR07,BR12,CH01,837.92,112.33,85.11,197.44,366.19,12.0,Active,Individual,True
POL01693,20240702,CUS0011,PR07,BR02,CH03,670.6,108.74,58.13,166.87,270.18,6.0,Expired,Individual,False
POL01694,20230326,CUS0096,PR07,BR11,CH03,1068.06,170.47,112.32,282.79,323.62,24.0,Expired,Individual,False
POL01695,20230210,CUS0109,PR07,BR12,CH02,721.2,85.13,76.96,162.09,218.15,24.0,Expired,Individual,True
POL01696,20230331,CUS0028,PR07,BR03,CH02,1143.55,134.24,125.07,259.31,341.01,,Expired,Individual,True
POL01697,20241025,CUS0134,PR10,BR04,CH02,222904.65,35221.97,26387.45,61609.42,118821.86,12.0,Active,Corporate,False
POL01698,20240508,CUS0163,PR04,BR05,CH03,13310.75,1698.6,1862.92,3561.52,5776.11,6.0,Active,Corporate,True
POL01699,20231001,CUS0094,PR02,BR01,CH04,435.27,70.89,59.17,130.06,177.54,24.0,Cancelled,Individual,False
POL01700,20231208,CUS0116,PR02,BR01,CH01,1086.32,109.29,123.25,232.54,628.0,24.0,Expired,Individual,True
POL01701,20240119,CUS0094,PR01,BR09,CH01,6970.77,1022.75,976.51,1999.26,4508.11,6.0,Active,Individual,False
POL01702,20230116,CUS0014,PR03,BR05,CH03,8569.92,865.47,955.39,1820.86,4376.02,12.0,Expired,Individual,True
POL01703,20230225,CUS0149,PR10,BR12,CH02,283959.28,46947.95,31669.85,78617.8,165416.82,6.0,Expired,Corporate,False
POL01704,20240918,CUS0043,PR01,BR12,CH01,3006.46,484.19,349.64,833.83,1863.69,6.0,Active,Individual,False
POL01705,20240103,CUS0037,PR01,BR05,CH03,4650.9,764.6,401.96,1166.56,3427.61,24.0,Cancelled,Individual,True
POL01706,20240731,CUS0026,PR03,BR01,CH01,5085.43,853.35,420.38,1273.73,1790.08,12.0,Active,Individual,False
POL01707,20231029,CUS0062,PR02,BR06,CH05,1334.7,215.87,162.59,378.46,578.82,24.0,Active,Individual,False
POL01708,20241019,CUS0130,PR04,BR09,CH03,37593.04,3991.01,5110.53,9101.54,18743.86,24.0,Expired,Corporate,False
POL01709,20240806,CUS0070,PR03,BR04,CH02,12569.29,1649.25,1356.55,3005.8,7158.95,12.0,Active,Individual,True
POL01710,20231124,CUS0071,PR01,BR06,CH02,5206.03,623.94,464.43,1088.37,2919.44,6.0,Active,Individual,False
POL01711,20241111,CUS0012,PR01,BR04,CH05,6194.96,801.89,727.69,1529.58,2748.85,,Expired,Individual,True
POL01712,20240531,CUS0066,PR01,BR04,CH01,3745.06,486.24,327.15,813.39,2962.11,24.0,Active,Individual,True
POL01713,20241016,CUS0075,PR02,BR03,CH01,929.37,93.31,127.43,220.74,537.73,24.0,Expired,Individual,False
POL01714,20231215,CUS0052,PR07,BR09,CH01,291.35,45.58,39.61,85.19,94.73,24.0,Active,Individual,True
POL01715,20230720,CUS0040,PR03,BR04,CH03,5865.4,824.25,845.68,1669.93,2614.74,24.0,Active,Individual,True
POL01716,20231022,CUS0109,PR07,BR09,CH03,1492.07,176.24,137.38,313.62,491.32,24.0,Active,Individual,True
POL01717,20240225,CUS0139,PR05,BR01,CH04,72679.41,9998.53,8028.33,18026.86,39664.45,24.0,Active,Corporate,False
POL01718,20241105,CUS0096,PR01,BR03,CH02,3642.44,384.74,347.24,731.98,2260.31,24.0,Active,Individual,False
POL01719,20240728,CUS0010,PR03,BR05,CH01,12397.23,1522.88,1536.11,3058.99,6947.51,24.0,Expired,Individual,False
POL01720,20241210,CUS0056,PR01,BR03,CH02,6907.29,1141.47,560.28,1701.75,4796.33,6.0,Active,Individual,True
POL01721,20230922,CUS0059,PR02,BR03,CH01,1000.4,178.24,92.53,270.77,683.01,24.0,Cancelled,Individual,False
POL01722,20230113,CUS0048,PR02,BR04,CH03,1035.21,106.28,139.47,245.75,645.75,12.0,Active,Individual,True
POL01723,20230318,CUS0128,PR04,BR12,CH04,70841.23,10644.8,5850.45,16495.25,36238.21,24.0,Active,Corporate,True
POL01724,20230203,CUS0025,PR02,BR09,CH01,778.53,116.01,75.07,191.08,409.94,24.0,Active,Individual,True
POL01725,20230918,CUS0109,PR01,BR02,CH04,2002.6,349.85,213.65,563.5,1584.26,12.0,Active,Individual,True
POL01726,20230209,CUS0069,PR03,BR01,CH02,12216.59,1884.73,1504.74,3389.47,4726.44,24.0,Active,Individual,False
POL01727,20230721,CUS0036,PR01,BR06,CH01,4029.91,507.53,324.47,832.0,2927.87,,Active,Individual,False
POL01728,20241201,CUS0069,PR02,BR11,CH03,1481.19,190.09,125.02,315.11,797.53,12.0,Active,Individual,False
POL01729,20240924,CUS0078,PR01,BR12,CH03,6523.1,672.95,631.31,1304.26,4248.63,24.0,Expired,Individual,True
