sale_id,date_id,route_id,train_id,channel_id,ticket_class,tickets_sold,ticket_price,discount_pct,discount_amount,total_revenue,payment_method,booking_status
S00873,20240423,R02,T05,CH03,Third,3,69.99,5.0,10.5,199.47,Credit Card,Completed
S00874,20231026,R01,T08,CH05,Second,2,67.53,0.0,0.0,135.06,Cash,Completed
S00875,20230116,R09,T06,CH01,First,1,199.45,0.0,0.0,0.0,Debit Card,Cancelled
S00876,20230505,R02,T05,CH01,Third,1,65.03,0.0,0.0,65.03,Debit Card,Completed
S00877,20240623,R03,T03,CH05,First,2,371.86,0.0,0.0,743.72,Cash,Completed
S00878,20240507,R03,T10,CH03,Third,2,46.75,15.0,14.03,79.47,Credit Card,Completed
S00879,20230117,R02,T03,CH02,Second,3,196.61,5.0,29.49,560.34,Wallet,Completed
S00880,20230628,R05,T10,CH02,Second,2,64.92,15.0,19.48,110.36,Instapay,Completed
S00881,20230703,R03,T10,CH03,Third,1,45.34,15.0,6.8,38.54,Cash,Completed
S00882,20240519,R09,T05,CH02,Second,1,124.96,15.0,18.74,106.22,Instapay,Completed
S00883,20230113,R09,T05,CH06,Third,1,61.14,,0.0,61.14,Debit Card,Completed
S00884,20230318,R01,T02,CH02,Second,1,206.41,0.0,0.0,206.41,,Completed
S00885,20240809,R01,T09,CH01,Third,3,36.0,0.0,0.0,108.0,Credit Card,Completed
S00886,20230525,R03,T09,CH03,Third,1,46.68,5.0,2.33,44.35,Credit Card,Completed
S00887,20240501,R11,T04,CH03,First,1,356.98,,0.0,356.98,Cash,Completed
S00888,20230707,R09,T05,CH01,Third,1,57.74,,0.0,57.74,Credit Card,Completed
S00889,20230314,R04,T05,CH05,Third,2,57.28,5.0,5.73,108.83,Cash,Completed
S00890,20230710,R04,T10,CH02,Second,2,72.63,15.0,21.79,123.47,Credit Card,Completed
S00891,20240627,R01,T01,CH02,Second,1,197.53,5.0,9.88,187.65,,Completed
S00892,20240913,R10,T05,CH01,Second,1,119.79,5.0,5.99,113.8,Instapay,Completed
S00893,20240826,R03,T06,CH03,second,1,143.07,0.0,0.0,143.07,Credit Card,Completed
S00894,20231017,R02,T04,CH01,First,2,356.84,0.0,0.0,713.68,Debit Card,Completed
S00895,20240515,R11,T06,CH04,Third,2,70.74,20.0,28.3,113.18,Cash,Completed
S00896,20230615,R07,T10,CH02,Third,4,33.73,5.0,6.75,128.17,Instapay,Completed
S00897,20230806,R15,T10,CH03,Third,2,35.97,5.0,3.6,68.34,Cash,Completed
S00898,20241016,R06,T10,CH02,Third,2,32.7,15.0,9.81,55.59,Debit Card,Completed
S00899,20230109,R08,T05,CH03,Second,1,112.46,0.0,0.0,112.46,Credit Card,Completed
S00900,20230302,R10,T07,CH04,Second,2,122.41,0.0,0.0,244.82,Cash,Completed
S00901,20230617,R10,T06,CH05,Third,1,61.29,0.0,0.0,61.29,Cash,Completed
S00902,20230117,R11,T04,CH01,Second,1,211.78,0.0,0.0,211.78,Credit Card,Completed
S00903,20230528,R14,T08,CH03,Third,1,32.56,0.0,0.0,32.56,Cash,Completed
S00904,20240228,R02,T03,CH03,Second,1,197.03,0.0,0.0,197.03,Credit Card,Completed
S00905,20231106,R03,T06,CH06,Third,3,71.45,0.0,0.0,214.35,Debit Card,Completed
S00906,20241013,R02,T06,CH06,Second,1,137.39,0.0,0.0,137.39,Debit Card,Completed
S00907,20240819,R04,T05,CH03,Third,2,57.89,0.0,0.0,115.78,Credit Card,Completed
S00908,20230902,R03,T05,CH03,Second,1,148.85,0.0,0.0,148.85,Cash,Completed
S00909,20230719,R01,T06,CH02,Third,3,57.57,20.0,34.54,138.17,Credit Card,Completed
S00910,20231003,R04,T05,CH04,Third,3,53.46,0.0,0.0,0.0,Cash,Cancelled
S00911,20240306,R06,T09,CH03,Third,1,33.16,0.0,0.0,33.16,Credit Card,Completed
S00912,20230723,R01,T06,CH02,Third,2,56.19,5.0,5.62,106.76,Debit Card,Completed
S00913,20240404,R02,T07,CH01,Third,1,69.06,,0.0,69.06,Debit Card,Completed
S00914,20231027,R04,T10,CH01,Third,3,33.87,15.0,15.24,86.37,Instapay,Completed
S00915,20240203,R03,T07,CH05,Third,1,72.78,0.0,0.0,72.78,Cash,Completed
S00916,20231119,R01,T06,CH03,Third,1,53.94,5.0,2.7,51.24,Cash,Completed
S00917,20230807,R11,T03,CH02,First,1,385.33,0.0,0.0,385.33,Debit Card,Completed
S00918,20241129,R03,T09,CH03,Second,2,93.6,0.0,0.0,187.2,Cash,Completed
S00919,20240721,R01,T03,CH03,Second,4,155.69,15.0,93.41,529.35,Cash,Completed
S00920,20230420,R12,T04,CH01,First,1,387.3,0.0,0.0,387.3,Debit Card,Completed
S00921,20240923,R09,T05,CH04,First,4,191.17,5.0,38.23,726.45,Cash,Completed
S00922,20231224,R06,T08,CH03,Third,4,33.67,0.0,0.0,134.68,Credit Card,Completed
S00923,20241014,R03,T09,CH03,Third,3,49.21,15.0,22.14,125.49,Cash,Completed
S00924,20240809,R15,T09,CH04,Third,3,34.76,0.0,0.0,104.28,Cash,Completed
S00925,20231109,R07,T10,CH03,Second,3,67.61,0.0,0.0,202.83,Credit Card,Completed
S00926,20230115,R06,T10,CH01,Second,4,70.47,10.0,28.19,253.69,Credit Card,Completed
S00927,20230724,R15,T10,CH03,Second,2,72.74,0.0,0.0,145.48,Credit Card,Completed
S00928,20240127,R14,T09,CH02,Third,3,34.98,5.0,5.25,99.69,Debit Card,Completed
S00929,20240413,R12,T07,CH01,Third,1,81.08,0.0,0.0,81.08,Instapay,Completed
S00930,20230718,R15,T09,CH02,Second,1,72.76,5.0,3.64,69.12,Credit Card,Completed
S00931,20230419,R01,T01,CH02,First,3,366.47,10.0,109.94,989.47,Wallet,Completed
S00932,20240828,R14,T10,CH01,Second,2,65.09,5.0,6.51,123.67,Credit Card,Completed
S00933,20241222,R14,T10,CH03,Second,3,66.49,5.0,9.97,189.5,Credit Card,Completed
S00934,20240117,R11,T04,CH03,Second,1,209.84,0.0,0.0,209.84,Cash,Completed
S00935,20230519,R07,T08,CH01,Third,2,34.65,0.0,0.0,69.3,Debit Card,Completed
S00936,20230726,R15,T09,CH03,Third,3,37.66,0.0,0.0,112.98,Cash,Completed
S00937,20230112,R03,T07,CH02,Third,3,72.29,0.0,0.0,216.87,Debit Card, Completed 
S00938,20241030,R07,T08,CH02,Third,3,34.3,0.0,0.0,102.9,Credit Card,Completed
S00939,20230330,R02,T09,CH03,Third,3,43.15,0.0,0.0,129.45,Credit Card,Completed
S00940,20240223,R02,T08,CH01,Second,3,88.5,5.0,13.28,252.22,Credit Card,Completed
S00941,20230727,R12,T06,CH01,Second,3,163.73,0.0,0.0,491.19,Debit Card,Completed
S00942,20240205,R09,T08,CH03,Third,2,37.65,0.0,0.0,75.3,Credit Card,Completed
S00943,20240430,R01,T06,CH03,Third,3,55.66,,16.7,150.28,Cash,Completed
S00944,20240826,R07,T09,CH03,Third,1,32.45,0.0,0.0,32.45,Cash,Completed
S00945,20230616,R03,T10,CH06,Third,4,47.7,0.0,0.0,190.8,Credit Card,Completed
S00946,20230107,R14,T08,CH03,Second,3,67.37,0.0,0.0,202.11,Credit Card,Completed
S00947,20230417,R15,T10,CH02,Third,1,35.64,0.0,0.0,35.64,Debit Card,Completed
S00948,20241019,R08,T09,CH03,Third,2,37.55,0.0,0.0,75.1,Credit Card,Completed
S00949,20240928,R02,T08,CH03,Third,1,41.13,0.0,0.0,41.13,Cash,Completed
S00950,20240312,R01,T09,CH03,Second,2,72.0,0.0,0.0,144.0,Credit Card,Completed
S00951,20240314,R03,T04,CH01,First,3,358.55,10.0,107.56,968.09,Credit Card,Completed
S00952,20240512,R03,T10,CH03,Third,1,48.33,0.0,0.0,48.33,Cash,Completed
S00953,20230522,R10,T06,CH01,Third,1,64.82,5.0,3.24,61.58,,Completed
S00954,20241031,R01,T03,CH03,Second,1,163.09,0.0,0.0,163.09,,Completed
S00955,20231104,R06,T09,CH02,Third,4,32.5,5.0,6.5,123.5,Instapay,Completed
S00956,20231006,R08,T09,CH06,Second,1,71.51,15.0,10.73,60.78,Credit Card,Completed
S00957,20240113,R09,T05,CH06,Second,1,115.89,10.0,11.59,104.3,Credit Card,Completed
S00958,20230130,R07,T09,CH03,Second,1,67.1,0.0,0.0,67.1,Credit Card,Completed
S00959,20230514,R05,T09,CH03,Third,1,35.33,0.0,0.0,35.33,Cash,Completed
S00960,20240707,R09,T10,CH01,Third,2,39.28,0.0,0.0,0.0,Debit Card, Cancelled 
S00961,20230228,R03,T07,CH03,Second,2,143.9,,14.39,273.41,Cash,Completed
S00962,20240317,R03,T05,CH01,Third,2,71.04,0.0,0.0,0.0,Credit Card,Cancelled
S00963,20230711,R03,T03,CH03,Second,2,206.17,15.0,61.85,350.49,,Completed
S00964,20231011,R06,T10,CH01,Third,1,32.87,0.0,0.0,32.87,Debit Card,Completed
S00965,20230804,R02,T09,CH04,Third,2,45.27,5.0,4.53,86.01,Cash,Completed
S00966,20230913,R02,T08,CH03,Third,1,41.75,0.0,0.0,41.75,Credit Card,Completed
S00967,20240625,R09,T06,CH02,Third,1,59.32,0.0,0.0,59.32,Instapay,Completed
S00968,20230808,R02,T06,CH03,Third,3,69.44,0.0,0.0,208.32,Credit Card,Completed
S00969,20240215,R04,T08,CH01,Third,1,35.83,0.0,0.0,35.83,Credit Card,Completed
S00970,20231217,R10,T10,CH03,Third,1,40.9,15.0,6.13,34.77,Cash,Completed
S00971,20240511,R05,T10,CH01,Third,2,34.44,0.0,0.0,68.88,Instapay,Completed
S00972,20241119,R01,T08,CH06,Third,1,36.02,5.0,1.8,34.22,Credit Card,Completed
S00973,20240704,R08,T06,CH01,Third,2,58.39,0.0,0.0,116.78,Instapay,Completed
S00974,20230622,R03,T03,CH05,Second,1,211.65,0.0,0.0,211.65,Cash,Completed
S00975,20230120,R03,T06,CH02,Second,2,143.06,5.0,14.31,271.81,Credit Card,Completed
S00976,20230720,R14,T10,CH02,Third,1,32.28,0.0,0.0,32.28,Instapay,Completed
S00977,20240310,R13,T08,CH03,Third,1,32.78,0.0,0.0,32.78,Credit Card,Completed
S00978,20230202,R01,T09,CH02,Second,1,72.17,0.0,0.0,72.17,Debit Card,Completed
S00979,20231230,R06,T09,CH02,Second,3,66.79,0.0,0.0,200.37,Instapay,Completed
S00980,20240311,R12,T04,CH02,First,1,395.35,0.0,0.0,395.35,Debit Card,Completed
S00981,20230828,R14,T10,CH03,third,1,32.49,0.0,0.0,32.49,Credit Card,Completed
S00982,20240725,R06,T10,CH01,Third,1,33.23,0.0,0.0,33.23,Instapay,Completed
S00983,20230320,R01,T04,CH01,First,1,290.39,5.0,14.52,275.87,Debit Card,Completed
S00984,20230221,R05,T09,CH04,Second,2,65.34,0.0,0.0,130.68,Cash,Completed
S00985,20240701,R09,T09,CH03,Second,3,77.7,5.0,11.65,221.45,Cash,Completed
S00986,20231229,R02,T04,CH01,Second,1,193.21,0.0,0.0,193.21,Credit Card,Completed
S00987,20240602,R03,T07,CH03,Second,1,149.25,0.0,0.0,149.25,Cash,Completed
S00988,20231118,R03,T05,CH05,Second,2,153.81,,0.0,307.62,Cash,Completed
S00989,20230712,R01,T06,CH01,Second,3,110.13,0.0,0.0,330.39,Debit Card,Completed
S00990,20240820,R03,T03,CH02,First,2,356.69,10.0,71.34,642.04,Instapay,Completed
S00991,20240809,R10,T10,CH03,Third,2,39.16,0.0,0.0,78.32,Cash,Completed
S00992,20240607,R08,T05,CH01,First,3,192.67,10.0,57.8,520.21,Credit Card,Completed
S00993,20230726,R01,T06,CH01,Second,2,110.16,0.0,0.0,220.32,Debit Card,Completed
S00994,20240305,R07,T09,CH02,Third,3,34.0,5.0,5.1,96.9,Credit Card,Completed
S00995,20230918,R13,T08,CH01,Third,4,34.56,10.0,13.82,124.42,,Completed
S00996,20230307,R03,T07,CH03,First,1,252.41,10.0,25.24,227.17,Cash,Completed
S00997,20241102,R02,T09,CH02,Third,1,43.51,,2.18,41.33,Debit Card,Completed
S00998,20230417,R07,T08,CH03,Third,1,34.11,5.0,1.71,32.4,Cash,Completed
S00999,20241130,R03,T05,CH01,Third,1,71.22,0.0,0.0,71.22,Debit Card,Completed
S01000,20231127,R14,T09,CH02,Third,4,32.26,20.0,25.81,103.23,Instapay,Completed
S01001,20230531,R08,T08,CH01,Second,3,74.77,0.0,0.0,224.31,Debit Card,Completed
S01002,20240127,R03,T03,CH02,Second,1,203.75,5.0,10.19,193.56,Credit Card,Completed
S01003,20240927,R06,T10,CH05,Second,1,68.85,5.0,3.44,65.41,Cash,Completed
S01004,20240704,R11,T04,CH03,Second,2,207.97,10.0,41.59,374.35,Credit Card,Completed
S01005,20240813,R03,T06,CH01,First,1,233.34,10.0,23.33,210.01,,Completed
S01006,20240507,R02,T05,CH03,First,1,214.89,0.0,0.0,214.89,Cash,Completed
S01007,20240605,R04,T09,CH03,Third,1,37.01,0.0,0.0,37.01,Cash,Completed
S01008,20240907,R03,T03,CH01,First,3,356.68,15.0,160.51,909.53,Debit Card,Completed
S01009,20230713,R01,T01,CH04,Second,2,190.95,0.0,0.0,381.9,Cash,Completed
S01010,20231225,R02,T06,CH03,Third,3,70.62,0.0,0.0,211.86,Credit Card,Completed
S01011,20230627,R08,T05,CH05,first,2,175.67,0.0,0.0,351.34,Cash, Completed 
S01012,20241224,R13,T08,CH05,Second,1,68.16,0.0,0.0,68.16,Cash,Completed
S01013,20241125,R06,T08,CH02,Second,1,70.27,0.0,0.0,70.27,Credit Card,Completed
S01014,20230125,R13,T10,CH03,Second,1,68.46,0.0,0.0,68.46,Credit Card,Completed
S01015,20240615,R08,T08,CH06,Second,3,68.74,5.0,10.31,195.91,Credit Card,Completed
S01016,20241109,R11,T04,CH04,Second,1,206.75,0.0,0.0,0.0,Cash,Cancelled
S01017,20230527,R01,T08,CH01,Third,1,34.36,20.0,6.87,27.49,Debit Card,Completed
S01018,20240216,R06,T09,CH04,Third,2,33.31,0.0,0.0,66.62,Cash,Completed
S01019,20241031,R03,T07,CH03,Third,2,73.89,10.0,14.78,133.0,Credit Card,Completed
S01020,20230122,R06,T10,CH02,Third,1,32.66,0.0,0.0,32.66,Instapay,Completed
S01021,20240609,R07,T08,CH05,Third,1,31.69,10.0,3.17,28.52,Cash,Completed
S01022,20230808,R05,T10,CH01,Third,1,35.24,10.0,3.52,31.72,Instapay,Completed
S01023,20241108,R09,T09,CH01,Third,1,38.81,0.0,0.0,38.81,Debit Card,Completed
S01024,20241213,R12,T04,CH03,First,1,398.6,0.0,0.0,398.6,Cash, Completed 
S01025,20241125,R11,T06,CH03,Third,2,75.5,0.0,0.0,151.0,Cash,Completed
S01026,20231216,R03,T04,CH01,First,2,380.26,0.0,0.0,760.52,Debit Card,Completed
S01027,20240918,R09,T09,CH03,Third,3,39.32,0.0,0.0,117.96,Cash,Completed
S01028,20240904,R02,T03,CH03,Second,1,207.13,0.0,0.0,207.13,Cash,Completed
S01029,20230820,R11,T03,CH04,Second,1,213.64,5.0,10.68,202.96,Cash,Completed
S01030,20240825,R08,T06,CH02,Second,1,108.03,10.0,10.8,97.23,Debit Card,Completed
S01031,20230124,R06,T08,CH02,Second,3,63.91,0.0,0.0,191.73,Debit Card,Completed
S01032,20240311,R02,T07,CH02,Third,2,68.39,0.0,0.0,136.78,Credit Card,Completed
S01033,20230703,R15,T09,CH02,Third,1,36.58,0.0,0.0,36.58,Credit Card,Completed
S01034,20230401,R03,T09,CH04,Third,2,46.88,0.0,0.0,93.76,Cash,Completed
S01035,20230223,R03,T04,CH02,Second,2,205.22,20.0,82.09,328.35,Debit Card,Completed
S01036,20240608,R11,T04,CH03,Second,4,214.35,5.0,42.87,814.53,Credit Card,Completed
S01037,20230831,R11,T05,CH03,Second,3,149.16,0.0,0.0,447.48,Cash,Completed
S01038,20240629,R02,T07,CH01,Third,2,71.06,20.0,28.42,113.7,Debit Card,Completed
S01039,20230213,R06,T08,CH01,Third,1,33.45,,0.0,33.45,Debit Card,Completed
S01040,20230818,R01,T03,CH04,Second,4,160.01,20.0,128.01,512.03,Cash,Completed
S01041,20240126,R14,T10,CH03,Third,1,33.31,0.0,0.0,33.31,Credit Card,Completed
S01042,20240804,R03,T10,CH03,third,1,45.99,0.0,0.0,45.99,Cash,Completed
S01043,20230820,R08,T05,CH04,Third,3,54.8,0.0,0.0,164.4,Cash,Completed
S01044,20240406,R07,T08,CH03,Second,2,68.77,0.0,0.0,137.54,Credit Card,Completed
S01045,20241007,R01,T03,CH01,Second,3,167.35,10.0,50.2,451.85,Debit Card,Completed
S01046,20240327,R03,T07,CH01,Third,1,75.13,0.0,0.0,75.13,Debit Card,Completed
S01047,20230704,R01,T04,CH06,Second,2,153.11,0.0,0.0,306.22,Debit Card,Completed
S01048,20230116,R15,T08,CH02,Second,4,75.84,5.0,15.17,288.19,Credit Card,Completed
S01049,20240924,R01,T05,CH03,Second,2,108.21,15.0,32.46,183.96,Credit Card, Completed 
S01050,20230114,R02,T03,CH01,First,1,359.83,10.0,35.98,323.85,,Completed
S01051,20240928,R05,T10,CH03,Third,2,32.7,0.0,0.0,65.4,Cash,Completed
S01052,20240119,R07,T10,CH03,Second,2,67.77,0.0,0.0,135.54,Credit Card, Completed 
S01053,20241121,R01,T09,CH03,Third,1,35.14,10.0,3.51,31.63,Cash,Completed
S01054,20240809,R15,T08,CH03,Third,2,37.08,0.0,0.0,74.16,Cash,Completed
S01055,20241230,R07,T08,CH01,Second,4,69.29,,13.86,263.3,Credit Card,Completed
S01056,20230909,R03,T05,CH03,Third,2,76.35,5.0,7.63,145.07,Credit Card,Completed
S01057,20240723,R11,T06,CH03,Third,1,75.63,0.0,0.0,75.63,Cash, Completed 
S01058,20231021,R06,T09,CH03,Second,2,68.27,5.0,6.83,129.71,Cash,Completed
S01059,20231219,R15,T08,CH03,second,3,69.61,0.0,0.0,208.83,Cash,Completed
S01060,20240407,R08,T05,CH03,Third,1,58.22,10.0,5.82,52.4,Credit Card,Completed
S01061,20240927,R14,T09,CH03,Third,1,35.17,,3.52,31.65,Cash,Completed
S01062,20241222,R14,T08,CH05,Third,2,32.99,0.0,0.0,65.98,Cash,Completed
S01063,20240723,R01,T08,CH03,Second,2,66.95,10.0,13.39,120.51,Credit Card,Completed
S01064,20231103,R03,T07,CH03,Third,4,71.74,0.0,0.0,286.96,Credit Card,Completed
S01065,20231106,R01,T08,CH03,Third,3,33.99,0.0,0.0,101.97,,Completed
S01066,20240706,R06,T10,CH04,Third,2,33.24,15.0,9.97,56.51,Cash,Completed
S01067,20230707,R02,T03,CH03,First,2,329.04,0.0,0.0,658.08,Cash,Completed
S01068,20230323,R07,T08,CH02,Third,1,31.92,5.0,1.6,30.32,Debit Card,Completed
S01069,20230912,R03,T07,CH02,Third,3,75.31,0.0,0.0,225.93,Credit Card,Completed
S01070,20230803,R14,T10,CH05,Second,3,70.82,0.0,0.0,212.46,Cash,Completed
S01071,20230808,R02,T04,CH03,First,1,345.74,10.0,34.57,311.17,Cash,Completed
S01072,20230705,R04,T09,CH02,Third,2,33.85,0.0,0.0,67.7,Debit Card,Completed
S01073,20230127,R02,T03,CH01,Second,2,200.84,10.0,40.17,361.51,Debit Card,Completed
S01074,20230112,R05,T10,CH01,Third,2,32.17,0.0,0.0,64.34,Instapay,Completed
S01075,20241224,R01,T03,CH01,First,3,277.32,0.0,0.0,831.96,Instapay,Completed
S01076,20231111,R14,T09,CH03,Second,1,65.52,,3.28,62.24,Credit Card,Completed
S01077,20231007,R04,T09,CH03,Third,1,34.47,10.0,3.45,0.0,Cash,Cancelled
S01078,20240526,R07,T10,CH05,second,4,68.24,0.0,0.0,272.96,Cash,Completed
S01079,20230625,R11,T03,CH03,Second,2,212.81,0.0,0.0,425.62,Cash,Completed
S01080,20241130,R13,T10,CH06,Second,2,68.33,15.0,20.5,116.16,Debit Card,Completed
S01081,20240802,R01,T03,CH02,Second,1,159.51,0.0,0.0,159.51,Debit Card,Completed
S01082,20230305,R11,T03,CH03,First,2,382.12,0.0,0.0,764.24,Cash,Completed
S01083,20231103,R07,T09,CH03,Second,1,64.38,,3.22,61.16,Cash,Completed
S01084,20241002,R07,T10,CH01,Third,1,33.99,0.0,0.0,33.99,,Completed
S01085,20241126,R01,T05,CH03,Second,1,106.29,0.0,0.0,106.29,Credit Card,Completed
S01086,20231211,R01,T01,CH05,Second,3,196.47,0.0,0.0,589.41,Cash,Completed
S01087,20240325,R03,T03,CH02,First,3,359.74,5.0,53.96,1025.26,Wallet,Completed
S01088,20230515,R01,T06,CH03,Third,1,52.72,20.0,10.54,42.18,Cash,Completed
S01089,20241226,R12,T07,CH06,First,3,252.57,0.0,0.0,757.71,Debit Card,Completed
S01090,20230704,R02,T03,CH06,First,1,359.86,15.0,53.98,305.88,Credit Card,Completed
S01091,20241124,R02,T09,CH03,Second,1,82.58,0.0,0.0,82.58,Credit Card,Completed
S01092,20240428,R02,T04,CH01,Second,1,199.33,0.0,0.0,199.33,Debit Card,Completed
S01093,20240320,R08,T05,CH02,Third,1,54.78,0.0,0.0,54.78,Wallet,Completed
S01094,20240109,R02,T05,CH02,Third,1,69.39,10.0,6.94,62.45,Debit Card,Completed
S01095,20230703,R09,T05,CH04,Third,1,57.18,,0.0,57.18,Cash,Completed
S01096,20230523,R03,T10,CH02,Third,3,46.99,10.0,14.1,126.87,Debit Card,Completed
S01097,20230626,R12,T03,CH05,Second,1,224.39,20.0,44.88,179.51,Cash,Completed
S01098,20230601,R02,T05,CH01,Second,4,138.44,5.0,27.69,526.07,,Completed
S01099,20240729,R10,T06,CH03,First,1,203.23,0.0,0.0,203.23,Cash,Completed
S01100,20230909,R14,T08,CH02,Second,1,65.61,,0.0,65.61,,Completed
S01101,20230207,R01,T08,CH03,Third,1,34.87,0.0,0.0,34.87,Credit Card,Completed
S01102,20241212,R06,T08,CH01,Third,4,34.09,0.0,0.0,136.36,Debit Card,Completed
S01103,20241006,R02,T07,CH03,First,2,216.31,5.0,21.63,410.99,Credit Card,Completed
S01104,20241111,R06,T08,CH03,Third,1,33.09,5.0,1.65,31.44,Credit Card,Completed
S01105,20241228,R10,T06,CH03,Second,1,126.95,0.0,0.0,0.0,Credit Card,Cancelled
S01106,20230521,R04,T05,CH04,Second,1,108.48,5.0,5.42,103.06,Cash,Completed
S01107,20231016,R07,T09,CH03,Third,1,33.05,0.0,0.0,33.05,Cash,Completed
S01108,20240718,R06,T08,CH02,Third,1,34.52,10.0,3.45,31.07,Instapay,Completed
S01109,20240608,R15,T09,CH02,Third,1,35.67,10.0,3.57,32.1,Wallet,Completed
S01110,20230503,R01,T01,CH02,First,1,348.25,20.0,69.65,278.6,Wallet,Completed
S01111,20240818,R03,T09,CH02,Second,1,97.67,0.0,0.0,97.67,Wallet, Completed 
S01112,20230629,R15,T10,CH03,Second,1,76.15,0.0,0.0,76.15,Credit Card,Completed
S01113,20230629,R03,T03,CH04,Second,3,218.56,0.0,0.0,655.68,Cash,Completed
S01114,20240124,R03,T03,CH06,Second,1,218.21,0.0,0.0,218.21,Credit Card,Completed
S01115,20240308,R03,T05,CH04,First,1,236.07,,0.0,236.07,Cash,Completed
S01116,20240226,R03,T06,CH05,Second,1,152.21,0.0,0.0,152.21,Cash,Completed
S01117,20230307,R14,T10,CH01,Second,1,70.9,5.0,3.54,67.36,Debit Card,Completed
S01118,20240930,R14,T08,CH01,Third,1,34.24,20.0,6.85,27.39,Debit Card,Completed
S01119,20230722,R07,T08,CH03,Third,1,33.74,5.0,1.69,32.05,Cash,Completed
S01120,20230410,R04,T06,CH03,Second,2,106.5,5.0,10.65,202.35,Credit Card,Completed
S01121,20241010,R01,T09,CH02,Third,2,35.15,0.0,0.0,70.3,Wallet,Completed
S01122,20241204,R05,T10,CH05,Second,1,69.5,,0.0,69.5,Cash,Completed
S01123,20240918,R01,T05,CH03,First,1,186.96,5.0,9.35,177.61,Credit Card,Completed
S01124,20240815,R12,T03,CH01,First,2,417.37,0.0,0.0,834.74,Debit Card,Completed
S01125,20240504,R09,T05,CH03,Second,2,120.64,5.0,12.06,229.22,Credit Card,Completed
S01126,20240202,R01,T03,CH03,Second,4,157.6,0.0,0.0,630.4,Cash,Completed
S01127,20230303,R01,T03,CH03,Second,1,154.55,0.0,0.0,154.55,,Completed
S01128,20231026,R03,T03,CH04,Second,1,213.89,0.0,0.0,213.89,Cash,Completed
S01129,20230927,R12,T07,CH03,Second,1,153.11,0.0,0.0,153.11,Cash,Completed
S01130,20230719,R05,T09,CH02,Second,2,64.98,0.0,0.0,129.96,Credit Card,Completed
S01131,20240628,R05,T09,CH03,Second,1,66.22,0.0,0.0,66.22,Credit Card,Completed
S01132,20231229,R01,T06,CH06,Third,2,55.04,0.0,0.0,110.08,Credit Card,Completed
S01133,20230226,R03,T09,CH03,Third,1,46.93,0.0,0.0,46.93,Credit Card,Completed
S01134,20230626,R09,T06,CH05,Second,1,122.77,0.0,0.0,122.77,Cash,Completed
S01135,20240529,R15,T10,CH03,Third,3,36.85,,11.05,99.5,Credit Card,Completed
S01136,20230222,R07,T10,CH04,Second,1,67.07,0.0,0.0,67.07,Cash,Completed
S01137,20240909,R09,T09,CH04,Third,2,37.97,20.0,15.19,60.75,Cash,Completed
S01138,20231229,R01,T03,CH01,Second,4,158.78,15.0,95.27,539.85,Credit Card,Completed
S01139,20231220,R12,T03,CH01,Second,2,227.98,0.0,0.0,455.96,Debit Card,Completed
S01140,20240307,R03,T09,CH02,Third,1,45.46,0.0,0.0,45.46,Debit Card,Completed
S01141,20240823,R04,T10,CH03,Third,2,34.26,5.0,3.43,65.09,Cash,Completed
S01142,20230907,R13,T09,CH03,third,3,34.71,0.0,0.0,0.0,Credit Card,Cancelled
S01143,20240524,R02,T04,CH03,Second,1,197.16,5.0,9.86,187.3,,Completed
S01144,20240214,R04,T09,CH01,Third,1,35.59,0.0,0.0,35.59,Credit Card,Completed
S01145,20230723,R07,T09,CH03,Second,1,68.42,10.0,6.84,61.58,Cash,Completed
S01146,20241001,R15,T08,CH02,Third,2,35.63,5.0,3.56,67.7,Credit Card,Completed
S01147,20240808,R07,T09,CH05,Third,1,31.59,0.0,0.0,31.59,Cash,Completed
S01148,20240506,R06,T10,CH03,Second,3,68.93,0.0,0.0,206.79,Cash,Completed
S01149,20240909,R03,T03,CH03,Second,2,216.34,0.0,0.0,432.68,Credit Card,Completed
S01150,20240922,R10,T05,CH02,First,2,204.19,0.0,0.0,408.38,Debit Card,Completed
S01151,20240617,R01,T01,CH02,First,1,361.3,5.0,18.07,343.23,Credit Card,Completed
S01152,20240829,R07,T08,CH03,Third,1,32.74,5.0,1.64,31.1,Cash,Completed
S01153,20240609,R13,T09,CH01,Second,3,67.87,0.0,0.0,203.61,Debit Card,Completed
S01154,20240526,R10,T10,CH04,Third,1,41.62,5.0,2.08,39.54,Cash,Completed
S01155,20240330,R04,T08,CH02,Second,2,69.64,,0.0,139.28,Wallet,Completed
S01156,20240715,R08,T05,CH04,First,1,192.12,,9.61,182.51,Cash,Completed
S01157,20230507,R04,T08,CH03,Third,1,36.34,5.0,1.82,34.52,Cash,Completed
S01158,20241003,R01,T08,CH01,third,1,35.57,0.0,0.0,0.0,Credit Card,Cancelled
S01159,20240926,R03,T07,CH06,Second,3,145.41,0.0,0.0,436.23,Debit Card,Completed
S01160,20230119,R14,T08,CH04,Third,1,32.2,0.0,0.0,32.2,Cash,Completed
S01161,20240823,R12,T06,CH02,Third,1,82.24,0.0,0.0,82.24,Wallet,Completed
S01162,20230409,R06,T10,CH03,Second,1,67.48,0.0,0.0,67.48,Credit Card,Completed
S01163,20230829,R11,T04,CH03,Second,3,210.91,0.0,0.0,632.73,Cash,Completed
S01164,20240710,R11,T06,CH03,Third,1,76.86,20.0,15.37,61.49,Credit Card,Completed
